"name","number","start_year","end_year","supplier","latitude","longitude","elevation"
"QUEENSTOWN","86301","1928","1932","Bureau of Meteorology","-37.5333","145.3","152.4"
"WANTIRNA SOUTH","86302","1971","1972","Bureau of Meteorology","-37.8667","145.2167","79.2"
"GLEN WAVERLEY (GOLF COURSE)","86303","1972","","Bureau of Meteorology","-37.8886","145.1928","60.0"
"HAWTHORN (SCOTCH COLLEGE)","86304","1972","","Bureau of Meteorology","-37.8361","145.0303","10.0"
"GREENVALE RESERVOIR","86305","1972","","Bureau of Meteorology","-37.6369","144.9073","156.0"
"STONY POINT","86306","1972","1983","Bureau of Meteorology","-38.3833","145.2167","2.0"
"ABBOTSFORD","86307","1972","1972","Bureau of Meteorology","-37.8","145.0","30.5"
"MELBOURNE UNIVERSITY RADAR","86308","1964","1986","Bureau of Meteorology","-37.8","144.9667","54.0"
"COLLINGWOOD (326 HODDLE ST)","86309","1972","2008","Bureau of Meteorology","-37.8","144.9833","39.0"
"MELBOURNE (505 ST. KILDA RD)","86310","1972","1977","Bureau of Meteorology","-37.8333","144.9833","37.0"
"ESSENDON (BOWES AVENUE)","86311","1972","1980","Bureau of Meteorology","-37.7333","144.9","79.0"
"MELBOURNE (A'BECKETT ST)","86312","1972","1977","Bureau of Meteorology","-37.8167","144.9667","28.0"
"WARRANDYTE","86313","1966","2011","Bureau of Meteorology","-37.7469","145.2098","50.0"
"KOO WEE RUP","86314","1957","","Bureau of Meteorology","-38.1992","145.4933","5.1"
"EGG ROCK (LIGHTNING)","86315","1973","1973","Bureau of Meteorology","-37.9167","145.65","556.0"
"VERMONT TRANSPORT RESEARCH","86316","1973","","Bureau of Meteorology","-37.8587","145.1847","105.0"
"SANDRINGHAM 2","86317","1973","1988","Bureau of Meteorology","-37.95","145.0167","37.0"
"GRANTVILLE 2","86318","1973","1974","Bureau of Meteorology","-38.4167","145.5333","36.6"
"DOREEN","86319","1973","1975","Bureau of Meteorology","-37.6167","145.15","221.0"
"COLDSTREAM COMPARISON","86320","2009","","Bureau of Meteorology","-37.7239","145.4092","83.0"
"DANDENONG (HINEMOA)","86321","1893","1904","Bureau of Meteorology","-37.9833","145.25","33.2"
"LATROBE RIVER NO.1","86322","1973","1981","Bureau of Meteorology","-37.9","145.7667","762.0"
"LATROBE RIVER NO.2","86323","1973","1981","Bureau of Meteorology","-37.85","145.85","716.0"
"FERNTREE GULLY (PROBERT)","86324","1973","2003","Bureau of Meteorology","-37.8797","145.2964","128.0"
"LATROBE RIVER (RECORDER NO 3)","86325","1973","1981","Bureau of Meteorology","-37.9167","145.85","814.0"
"YERING SCHOOL","86326","1879","1893","Bureau of Meteorology","-37.6833","145.3667","68.0"
"YERING ST HUBERTS","86327","1891","1905","Bureau of Meteorology","-37.7","145.4","74.0"
"MCMAHONS CREEK (REEFTON)","86328","1905","1913","Bureau of Meteorology","-37.6667","145.9167","640.0"
"BENA (CROMWELL)","86329","1889","1900","Bureau of Meteorology","-38.4333","145.7167","214.0"
"GREENVALE STATE SCHOOL","86330","1905","1922","Bureau of Meteorology","-37.6167","144.8833","200.0"
"BOX HILL SHIRE","86331","1890","1896","Bureau of Meteorology","-37.8167","145.1333","103.0"
"ESSENDON 2","86332","1973","1975","Bureau of Meteorology","-37.7333","144.9167","85.6"
"THORNBURY","86333","1973","1974","Bureau of Meteorology","-37.75","145.0","41.1"
"MOUNT BURNETT","86334","1974","","Bureau of Meteorology","-37.9647","145.5047","291.0"
"WARBURTON (O'SHANNASSY RESERVOIR (WALL)","86335","2008","","Bureau of Meteorology","-37.6753","145.8061","360.0"
"RYE","86336","1907","1913","Bureau of Meteorology","-38.3833","144.8333","22.0"
"CORINELLA (TENBY)","86337","1922","1952","Bureau of Meteorology","-38.4","145.5","0.0"
"MELBOURNE (OLYMPIC PARK)","86338","2013","","Bureau of Meteorology","-37.8255","144.9816","7.5"
"CORINELLA","86339","1975","2005","Bureau of Meteorology","-38.4272","145.4364","10.0"
"BLACKBURN","86340","1975","1978","Bureau of Meteorology","-37.8167","145.15","77.0"
"DONCASTER","86341","1975","1983","Bureau of Meteorology","-37.7833","145.1167","76.0"
"EZARDS OLD MILL SITE","86342","1964","1995","Bureau of Meteorology","-37.7633","145.8917","685.2"
"BUNDOORA","86343","1975","1978","Bureau of Meteorology","-37.7","145.0667","95.0"
"KONGWAK","86345","1978","1981","Bureau of Meteorology","-38.5167","145.7167","93.0"
"NANGANA (TYERS)","86346","1978","1982","Bureau of Meteorology","-37.8833","145.5333","160.0"
"YARRA RIVER @ WARRANDYTE","86347","1891","","Bureau of Meteorology","-37.7417","145.2167","40.0"
"MULGRAVE","86348","1978","1978","Bureau of Meteorology","-37.9167","145.1833","102.0"
"CAPE SCHANCK (KELLY)","86349","1979","1982","Bureau of Meteorology","-38.4833","144.9","109.0"
"WALLAN","86350","1979","","Bureau of Meteorology","-37.4187","144.977","341.0"
"BUNDOORA (LATROBE UNIVERSITY)","86351","1979","","Bureau of Meteorology","-37.7163","145.0453","83.0"
"BROADMEADOWS (GLENLITTA AVE NORTH EAST)","86352","1979","","Bureau of Meteorology","-37.6897","144.9478","109.0"
"PHILLIP ISLAND PENGUIN RESERVE","86354","1981","","Bureau of Meteorology","-38.5058","145.1503","7.0"
"PLENTY (DAPRANO)","86355","1982","1986","Bureau of Meteorology","-37.6667","145.1333","80.0"
"FLINDERS","86356","1982","","Bureau of Meteorology","-38.4693","145.0133","68.0"
"DEVILBEND RESERVOIR","86357","1982","","Bureau of Meteorology","-38.2765","145.0998","75.0"
"GLADYSDALE (LITTLE FEET FARM)","86358","1984","","Bureau of Meteorology","-37.8586","145.6532","295.0"
"MONBULK (BULB FARM)","86359","1984","2011","Bureau of Meteorology","-37.8632","145.4206","257.0"
"WARBURTON EAST (ARRABRI)","86360","1985","","Bureau of Meteorology","-37.7409","145.7388","200.0"
"CERBERUS","86361","1986","","Bureau of Meteorology","-38.3646","145.1785","12.7"
"DONCASTER (MANNINGHAM DEPOT)","86362","1986","","Bureau of Meteorology","-37.7506","145.1697","53.0"
"TARRAWARRA","86363","1987","","Bureau of Meteorology","-37.6563","145.4762","124.0"
"TARRAWARRA MONASTERY","86364","1986","","Bureau of Meteorology","-37.6594","145.4457","100.0"
"MOOROOLBARK","86365","1986","2006","Bureau of Meteorology","-37.7792","145.3197","120.0"
"FERNSHAW","86366","1987","","Bureau of Meteorology","-37.6126","145.5997","210.0"
"SEVILLE","86367","1987","","Bureau of Meteorology","-37.8027","145.4937","181.0"
"DALMORE","86368","1988","1990","Bureau of Meteorology","-38.18","145.4317","3.0"
"SPRINGVALE (SANDOWN)","86369","1988","","Bureau of Meteorology","-37.9535","145.1655","41.0"
"KINGLAKE WEST","86370","1989","1989","Bureau of Meteorology","-37.45","145.3167","585.0"
"FRANKSTON AWS","86371","1990","","Bureau of Meteorology","-38.1481","145.1156","6.0"
"FERNY CREEK (DUNNS HILL)","86372","1990","2011","Bureau of Meteorology","-37.8775","145.3364","561.0"
"RHYLL","86373","1990","","Bureau of Meteorology","-38.4612","145.3101","13.4"
"KINGLAKE WEST","86374","1989","","Bureau of Meteorology","-37.4652","145.2637","490.0"
"CRANBOURNE BOTANIC GARDENS","86375","1990","","Bureau of Meteorology","-38.1348","145.2637","85.0"
"FAWKNER BEACON","86376","1988","","Bureau of Meteorology","-37.9089","144.9281","17.0"
"UPPER PLENTY","86377","1986","","Bureau of Meteorology","-37.4225","145.0752","325.0"
"BRUNSWICK","86378","1991","1996","Bureau of Meteorology","-37.7667","144.9797","45.0"
"RINGWOOD NORTH","86379","1991","","Bureau of Meteorology","-37.7917","145.2433","170.0"
"MELBOURNE REGIONAL OFFICE TBRG","86380","1993","2013","Bureau of Meteorology","-37.8167","144.9667","34.7"
"MELBOURNE HARBOUR CONTROL","86381","1991","1999","Bureau of Meteorology","-37.8208","144.9325","39.6"
"YARRA JUNCTION","86382","1993","2008","Bureau of Meteorology","-37.7839","145.6317","120.0"
"COLDSTREAM","86383","1994","","Bureau of Meteorology","-37.7239","145.4092","83.0"
"MELBOURNE AIRPORT COMPARISON","86384","1999","2001","Bureau of Meteorology","-37.675","144.8419","111.0"
"HEALESVILLE (MOUNT YULE)","86385","1998","","Bureau of Meteorology","-37.6518","145.5069","100.0"
"MERRICKS STONIER'S WINERY","86386","1996","","Bureau of Meteorology","-38.3898","145.0863","55.0"
"GLENLITTA AVENUE - MICROMAC SITE","86392","1979","","Bureau of Meteorology","-37.6914","144.9589","106.0"
"CAPE SCHANCK","86393","1997","","Bureau of Meteorology","-38.4617","144.9019","145.0"
"PAKENHAM","86394","1998","","Bureau of Meteorology","-38.0825","145.5075","35.0"
"MELBOURNE AIRPORT (NORTH ANEMOMETER)","86395","1997","","Bureau of Meteorology","-37.6578","144.8333","127.0"
"MELBOURNE AIRPORT (SOUTH ANEMOMETER)","86396","1997","","Bureau of Meteorology","-37.6832","144.8383","99.0"
"MELBOURNE AIRPORT (EAST ANEMOMETER)","86397","1997","","Bureau of Meteorology","-37.6602","144.8443","122.0"
"MELBOURNE AIRPORT (WEST ANEMOMETER)","86398","1997","","Bureau of Meteorology","-37.6624","144.8192","117.0"
"ST. ANDREWS (HILDERBRAND ROAD)","86399","1998","2008","Bureau of Meteorology","-37.5831","145.2633","240.0"
"ANAKIE","87000","1889","","Bureau of Meteorology","-37.8802","144.2623","247.0"
"ANGLESEA","87001","1926","2005","Bureau of Meteorology","-38.4056","144.1958","95.0"
"BACCHUS MARSH","87002","1880","1962","Bureau of Meteorology","-37.7","144.4","104.5"
"BALLIANG EAST (CHESNEY)","87003","1912","1976","Bureau of Meteorology","-37.8","144.4","104.5"
"BACCHUS MARSH (SPRINGBANK)","87004","1947","1970","Bureau of Meteorology","-37.6","144.4667","243.8"
"BALLAN (FISKVILLE)","87005","1927","1969","Bureau of Meteorology","-37.6","144.2","442.0"
"BALLAN","87006","1875","","Bureau of Meteorology","-37.6018","144.2295","508.7"
"MORRISONS (BALLARK)","87007","1889","","Bureau of Meteorology","-37.743","144.1406","379.0"
"BALLIANG EAST","87008","1909","","Bureau of Meteorology","-37.8011","144.4347","131.0"
"BANNOCKBURN","87009","1898","","Bureau of Meteorology","-38.0505","144.1521","106.0"
"BARWON HEADS  (JIRRAHLINGA)","87010","1904","2002","Bureau of Meteorology","-38.2661","144.4803","5.0"
"BEALES RESERVOIR","87011","1881","2009","Bureau of Meteorology","-37.5417","144.0251","580.0"
"BELMONT","87012","1950","2000","Bureau of Meteorology","-38.1731","144.3375","50.0"
"BENLOCH","87013","1930","1956","Bureau of Meteorology","-37.3","144.7","534.0"
"BUNGAREE (KIRKS RESERVOIR)","87014","1881","","Bureau of Meteorology","-37.5512","143.9322","510.5"
"KEILOR","87015","1999","","Bureau of Meteorology","-37.7025","144.8072","90.0"
"MOORABOOL RIVER AT MORRISONS","87016","2000","","Bureau of Meteorology","-37.7654","144.1048","326.0"
"BLACKWOOD","87017","1878","","Bureau of Meteorology","-37.4702","144.3069","560.0"
"BOLINDA","87018","1905","1965","Bureau of Meteorology","-37.45","144.75","385.0"
"COBAW (MEADOW PARK)","87019","1945","1959","Bureau of Meteorology","-37.3","144.6","549.0"
"DEER PARK","87020","1908","1986","Bureau of Meteorology","-37.7667","144.7833","52.0"
"DURDIDWARRAH","87021","1874","","Bureau of Meteorology","-37.8233","144.2078","365.8"
"FOOTSCRAY","87022","1963","1974","Bureau of Meteorology","-37.8167","144.8833","13.7"
"GEELONG SALINES (MOOLAP)","87023","1897","2013","Bureau of Meteorology","-38.1587","144.3954","4.0"
"GEELONG GOLF CLUB","87024","1925","2004","Bureau of Meteorology","-38.1269","144.3422","15.0"
"GEELONG SEC","87025","1870","1970","Bureau of Meteorology","-38.1167","144.3667","17.1"
"GISBORNE","87026","1887","","Bureau of Meteorology","-37.4896","144.6123","409.0"
"KEILOR (ARUNDEL)","87027","1892","2006","Bureau of Meteorology","-37.6942","144.8342","70.0"
"LAL LAL","87028","1914","1951","Bureau of Meteorology","-37.7","144.0","461.0"
"LANCEFIELD","87029","1885","","Bureau of Meteorology","-37.2698","144.723","463.0"
"LARA LAKE","87030","1899","1969","Bureau of Meteorology","-38.0","144.4","20.0"
"LAVERTON RAAF","87031","1941","","Bureau of Meteorology","-37.8565","144.7566","20.1"
"LAVERTON SALINES","87032","1925","1976","Bureau of Meteorology","-37.9","144.75","13.7"
"LITTLE RIVER","87033","1906","","Bureau of Meteorology","-37.991","144.4943","20.0"
"LOVELY BANKS (RESERVOIR)","87034","1877","","Bureau of Meteorology","-38.0657","144.3281","82.6"
"MOUNT MACEDON (BURNCRANNA)","87035","1915","1983","Bureau of Meteorology","-37.4","144.6","548.0"
"MACEDON FORESTRY","87036","1873","","Bureau of Meteorology","-37.4155","144.5569","505.0"
"MOUNT MACEDON","87037","1886","1950","Bureau of Meteorology","-37.4","144.5833","762.0"
"MARIBYRNONG EXPLOSIVES FACTORY","87038","1915","1993","Bureau of Meteorology","-37.775","144.8767","20.0"
"MELTON","87039","1883","","Bureau of Meteorology","-37.6649","144.5748","156.0"
"MELTON RESERVOIR","87040","1948","","Bureau of Meteorology","-37.7451","144.5687","100.0"
"MELTON SOUTH","87041","1947","1948","Bureau of Meteorology","-37.7","144.5","135.0"
"MEREDITH","87042","1887","","Bureau of Meteorology","-37.8554","144.1092","329.0"
"MEREDITH (DARRA)","87043","1875","","Bureau of Meteorology","-37.8197","144.1492","362.0"
"MEREDITH (WATTLE VALE)","87044","1905","1971","Bureau of Meteorology","-37.8667","143.9667","335.3"
"MOORABOOL RESERVOIR","87045","1912","","Bureau of Meteorology","-37.5151","144.0827","605.2"
"SCOTSBURN (MOUNT BONINYONG)","87046","1856","","Bureau of Meteorology","-37.6719","143.94","488.0"
"MOUNT MORIAC","87047","1908","1945","Bureau of Meteorology","-38.2","144.2","133.0"
"LITTLE RIVER (MOUNT ROTHWELL)","87048","1882","","Bureau of Meteorology","-37.8958","144.4387","110.0"
"MOUNT TOWRONG","87049","1930","1969","Bureau of Meteorology","-37.3833","144.6167","838.2"
"MOUNT WALLACE","87050","1905","1949","Bureau of Meteorology","-37.75","144.2","425.0"
"MYRNIONG","87051","1887","1979","Bureau of Meteorology","-37.65","144.35","229.0"
"OAKLANDS JUNCTION","87052","1936","1992","Bureau of Meteorology","-37.6","144.85","213.0"
"PORTARLINGTON","87053","1884","","Bureau of Meteorology","-38.1227","144.642","77.0"
"QUEENSCLIFF","87054","1896","2012","Bureau of Meteorology","-38.2714","144.6621","15.0"
"RIDDELLS CREEK","87055","1887","1960","Bureau of Meteorology","-37.45","144.7833","367.3"
"ROCKBANK","87056","1913","1966","Bureau of Meteorology","-37.7","144.6","135.0"
"ROMSEY","87057","1877","1970","Bureau of Meteorology","-37.35","144.75","487.7"
"ST ALBANS","87058","1906","1951","Bureau of Meteorology","-37.75","144.8","66.4"
"SHELFORD","87059","1887","2009","Bureau of Meteorology","-38.0131","143.976","97.0"
"SPARGO CREEK","87060","1910","1948","Bureau of Meteorology","-37.4833","144.15","630.0"
"SUNBURY (SALESIAN COLLEGE )","87061","1878","","Bureau of Meteorology","-37.5706","144.7411","200.0"
"SYDENHAM","87062","1930","1991","Bureau of Meteorology","-37.7","144.7667","105.7"
"TOOLERN VALE","87063","1928","1951","Bureau of Meteorology","-37.0","144.0","226.0"
"WAURN PONDS","87064","1899","1959","Bureau of Meteorology","-38.2","144.3","101.5"
"WERRIBEE RESEARCH FARM","87065","1913","1980","Bureau of Meteorology","-37.9","144.6833","24.0"
"WERRIBEE POST OFFICE","87066","1901","1966","Bureau of Meteorology","-37.9","144.6667","23.5"
"WILSONS RESERVOIR","87067","1896","2009","Bureau of Meteorology","-37.5144","144.0177","609.0"
"MOORABOOL RIVER AT LAL LAL","87068","1994","","Bureau of Meteorology","-37.645","144.0411","479.0"
"WINCHELSEA (KILDEAN)","87069","1932","1957","Bureau of Meteorology","-38.3","144.0","120.0"
"ROSLEY (GLENMORE)","87070","1932","1942","Bureau of Meteorology","-37.75","144.4","162.0"
"ANTHONYS CUTTING","87071","1945","1973","Bureau of Meteorology","-37.6833","144.5","152.4"
"BULLA (GLEN LOMAN)","87072","1947","1973","Bureau of Meteorology","-37.6333","144.8","152.4"
"ELAINE (LARUNDEL)","87073","1888","1977","Bureau of Meteorology","-37.8","143.95","396.2"
"MORIAC","87074","1953","1962","Bureau of Meteorology","-38.2333","144.2","97.5"
"BULLENGAROOK EAST","87075","1951","","Bureau of Meteorology","-37.4828","144.5094","512.0"
"CERES","87076","1933","1947","Bureau of Meteorology","-38.2","144.3","67.0"
"BARKSTEAD","87077","1908","1939","Bureau of Meteorology","-37.5","144.1","654.0"
"BLACKWOOD (GREEN HILL)","87078","1938","1945","Bureau of Meteorology","-37.5","144.3","687.0"
"BULLENGAROOK","87079","1902","1912","Bureau of Meteorology","-37.5","144.5","531.0"
"GEELONG (POINT HENRY)","87080","1949","1985","Bureau of Meteorology","-38.1333","144.4167","8.0"
"LANCEFIELD (DEEP CREEK STATION)","87081","1942","1951","Bureau of Meteorology","-37.3","144.7","534.0"
"DRYSDALE","87082","1895","1923","Bureau of Meteorology","-38.2","144.55","70.0"
"BELLARINE EAST","87083","1900","1924","Bureau of Meteorology","-38.15","144.3","21.0"
"FENWICK","87084","1908","1931","Bureau of Meteorology","-38.3","144.5","0.0"
"GORDON","87085","1902","1941","Bureau of Meteorology","-37.55","144.1","625.0"
"LAVERTON EXPLOSIVES","87086","1902","1934","Bureau of Meteorology","-37.8833","144.7167","7.6"
"LITTLE RIVER (GREENMEADOWS)","87087","1902","1926","Bureau of Meteorology","-38.0","144.6","2.0"
"MARSHALL","87088","1917","1929","Bureau of Meteorology","-38.2","144.4","6.0"
"MOUNT COTTRELL 1","87089","1906","1917","Bureau of Meteorology","-37.8","144.6","86.0"
"STONEHAVEN","87090","1940","1949","Bureau of Meteorology","-38.1","144.25","77.0"
"SYDENHAM (DUNMURRY PARK)","87091","1907","1918","Bureau of Meteorology","-37.7","144.8","90.0"
"TEESDALE","87092","1883","1914","Bureau of Meteorology","-38.0","144.0","167.0"
"TORQUAY","87093","1914","1981","Bureau of Meteorology","-38.3333","144.3167","30.0"
"WERRIBEE (WYNDHAM)","87094","1871","1913","Bureau of Meteorology","-37.8833","144.65","29.0"
"PYKES CREEK RESERVOIR","87095","1956","","Bureau of Meteorology","-37.6111","144.3","450.0"
"LARA SALINES","87096","1956","1994","Bureau of Meteorology","-38.0833","144.4333","30.0"
"PARWAN","87097","1956","1961","Bureau of Meteorology","-37.7","144.3167","231.0"
"TOOLERN VALE (ROSEBANK)","87098","1959","1982","Bureau of Meteorology","-37.6167","144.55","229.0"
"GISBORNE (HILLTOP)","87099","1959","1963","Bureau of Meteorology","-37.5667","144.55","411.5"
"POINT LONSDALE LIGHTHOUSE","87100","1961","","Bureau of Meteorology","-38.2939","144.6142","12.2"
"COUANGALT","87101","1939","1973","Bureau of Meteorology","-37.6167","144.5333","213.0"
"BACCHUS MARSH","87102","1960","1990","Bureau of Meteorology","-37.6667","144.4333","104.5"
"WERRIBEE CORPUS CHRISTI","87103","1965","1967","Bureau of Meteorology","-37.9","144.6667","28.0"
"WERRIBEE CATTLE YARDS","87104","1965","1991","Bureau of Meteorology","-37.9767","144.6317","13.7"
"WERRIBEE SEWERAGE FARM","87105","1965","1982","Bureau of Meteorology","-37.95","144.6167","12.0"
"POINT COOK RAAF (DUNNINGS RD)","87106","1965","1968","Bureau of Meteorology","-37.8833","144.7333","3.0"
"POINT COOK RAAF ACADEMY","87107","1965","1976","Bureau of Meteorology","-37.9333","144.75","2.4"
"WERRIBEE SOUTH","87108","1965","1966","Bureau of Meteorology","-37.95","144.7167","3.0"
